artists,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,genre_code
Stephen Speaks,Out of My League,0.67,218800,0,0.538,0.315,0,-10.057,1,0.0291,0.96,0.00596,0.0979,0.4,0.37769751655901257,3,acoustic,0
A Great Big World,Say Something,0.57,233266,0,0.447,0.158,2,-7.571,1,0.036,0.872,1.58e-06,0.0816,0.142,0.5791216738162155,3,acoustic,0
Eddie Vedder,Rise,0.6,156453,0,0.401,0.58,7,-6.86,1,0.0541,0.906,0.217,0.134,0.526,0.7119841230708543,3,acoustic,0
The Weepies;Deb Talan;Steve Tannen,World Spins Madly On,0.64,165133,0,0.502,0.311,1,-13.421,1,0.0285,0.617,4.32e-05,0.129,0.4,0.44217083312788646,4,acoustic,0
Freddie King,Stumble,0.0,216626,0,0.678,0.612,4,-9.764,1,0.0339,0.1,0.316,0.164,0.857,0.4864199661423664,4,acoustic,0
Taj Mahal,Paradise,0.0,251426,0,0.65,0.406,7,-13.492,1,0.0761,0.568,0.0,0.484,0.862,0.32724389001199805,4,acoustic,0
Keb' Mo';Gerald Albright,"Moonlight, Mistletoe & You",0.0,209293,0,0.649,0.399,6,-7.894,1,0.0256,0.184,0.000108,0.113,0.342,0.40061305326824775,3,acoustic,0
Motohiro Hata,ひまわりの約束,0.61,308146,0,0.523,0.445,10,-6.359,1,0.0329,0.188,0.0,0.18,0.336,0.3244292687737291,4,acoustic,0
Thomas Daniel,Since U Been Gone - Acoustic Version,0.5,221170,0,0.538,0.162,5,-13.31,1,0.0299,0.847,0.0,0.114,0.366,0.39027086106865205,4,acoustic,0
Masayoshi Yamazaki,"One more time,One more chance",0.47,330786,0,0.519,0.429,11,-7.707,0,0.0317,0.658,0.0,0.111,0.396,0.5320702463718094,4,acoustic,0
Kina Grannis,Creep,0.58,234135,0,0.585,0.103,7,-12.682,1,0.0309,0.801,0.0,0.126,0.179,0.5467227125552651,4,acoustic,0
Todd Carey;Ariza;Chuck Leavell,Higher Love,0.3,173250,0,0.578,0.763,2,-4.824,1,0.0998,0.0916,2.8e-06,0.0743,0.394,0.3977778873494075,4,acoustic,0
YUZU,Hyouriittai,0.52,336619,0,0.223,0.891,1,-3.626,0,0.138,0.325,0.0,0.287,0.333,0.65696957743701,4,acoustic,0
Canyon City,How Long Will I Love You,0.55,144830,0,0.382,0.157,1,-16.157,1,0.0361,0.878,0.000473,0.112,0.224,0.559267294512105,4,acoustic,0
Zack Tabudlo,Binibini,0.67,221538,0,0.642,0.374,5,-10.606,1,0.032,0.423,1.54e-06,0.435,0.0979,0.5335987706063146,4,acoustic,0
Aron Wright,You Were Supposed to Be Different,0.45,192972,0,0.436,0.239,7,-12.83,1,0.0282,0.861,8.48e-05,0.0902,0.137,0.30307923672402737,4,acoustic,0
Boyce Avenue,Thinking out Loud,0.56,278640,0,0.702,0.326,1,-6.638,1,0.0272,0.705,0.0,0.168,0.628,0.3283204312739345,4,acoustic,0
Jonah Baker,Perfect / Style,0.37,212864,0,0.593,0.292,11,-12.755,1,0.0364,0.828,0.0,0.174,0.375,0.4565890899528294,4,acoustic,0
The Civil Wars,Poison & Wine,0.54,219466,0,0.285,0.186,1,-12.729,1,0.0288,0.76,7.3e-05,0.104,0.203,0.6321516033068718,4,acoustic,0
Ingrid Michaelson,You And I,0.63,148400,0,0.698,0.285,0,-7.632,1,0.0553,0.927,0.0,0.0883,0.53,0.5548173167003598,4,acoustic,0
Zack Tabudlo;Billkin,Give Me Your Forever (ft. Billkin),0.58,244800,0,0.601,0.439,8,-7.589,1,0.0269,0.0642,0.0,0.0942,0.275,0.41079499695938726,4,acoustic,0
Anna Nalick,Breathe (2 AM),0.65,279826,0,0.386,0.452,2,-7.715,1,0.0278,0.417,0.0,0.0881,0.287,0.6978493828377955,3,acoustic,0
Zack Tabudlo,Habang Buhay,0.69,244067,0,0.62,0.668,9,-5.719,1,0.0305,0.088,0.0,0.362,0.183,0.48490787765231824,4,acoustic,0
Jonah Baker,Beautiful Soul,0.44,214738,0,0.394,0.281,9,-11.12,1,0.0414,0.826,0.0,0.0854,0.485,0.3699850434725441,4,acoustic,0
Ben Woodward,Bulletproof,0.39,207677,0,0.59,0.552,7,-10.496,1,0.0407,0.654,0.000359,0.128,0.635,0.6373001002580412,5,acoustic,0
Andrew Belle,Spectrum,0.54,265506,0,0.539,0.717,3,-7.385,1,0.031,0.000298,0.111,0.125,0.212,0.4847435202077478,4,acoustic,0
Jonah Baker,Girls Like You - Acoustic Version,0.44,188494,0,0.543,0.138,0,-14.331,1,0.0531,0.791,0.0,0.185,0.3,0.47519846161431883,4,acoustic,0
Zack Tabudlo,Nangangamba,0.7,210354,0,0.62,0.547,1,-6.772,1,0.0248,0.112,0.0,0.19,0.208,0.4028072251532633,4,acoustic,0
Us The Duo,Better Together,0.64,200706,0,0.761,0.311,5,-10.597,1,0.0692,0.647,0.0,0.15,0.553,0.451535098532288,4,acoustic,0
Andrew Foy;Renee Foy,Heartbreak Anniversary,0.4,199256,0,0.674,0.122,1,-17.963,1,0.0427,0.882,0.0,0.139,0.339,0.5342192199595681,4,acoustic,0
Tyler Ward;Karis;Ray Lorraine,One More Time Around,0.47,205666,0,0.429,0.358,0,-9.076,1,0.0346,0.614,0.0,0.0875,0.187,0.5517438324868924,4,acoustic,0
Zack Tabudlo,Heart Can’t Lose,0.55,240952,0,0.647,0.567,1,-8.971,1,0.0328,0.0318,0.0,0.133,0.374,0.5171958976381835,4,acoustic,0
Donovan Woods;Tenille Townes,I Ain't Ever Loved No One - Acoustic,0.57,199594,0,0.322,0.213,10,-14.915,0,0.0318,0.611,0.0,0.113,0.16,0.659028154430255,4,acoustic,0
Ray LaMontagne,Empty,0.48,317280,0,0.482,0.381,2,-13.93,1,0.0311,0.455,0.00295,0.114,0.42,0.335749387768519,4,acoustic,0
Megan Davies,"See You Again, Love Me Like You Do, Sugar - Acoustic Mashup",0.54,231965,0,0.393,0.207,10,-11.865,1,0.0392,0.877,0.0,0.104,0.262,0.6738244333777098,4,acoustic,0
Tim Halperin,The Reason,0.53,200800,0,0.423,0.207,7,-8.811,1,0.0289,0.887,0.0,0.0948,0.209,0.6149598146048024,4,acoustic,0
Canyon City,Fix You,0.6,261665,0,0.522,0.152,2,-14.996,1,0.0303,0.788,2.37e-05,0.148,0.133,0.5919127919399109,4,acoustic,0
JJ Heller,Hand to Hold,0.54,231605,0,0.547,0.313,0,-7.982,1,0.0315,0.612,7.97e-06,0.111,0.261,0.5495167891129629,4,acoustic,0
Ray LaMontagne,Hold You in My Arms,0.62,306200,0,0.504,0.321,7,-13.807,1,0.0316,0.149,0.000107,0.147,0.577,0.6990697368637312,3,acoustic,0
Us The Duo,One Last Dance,0.51,224847,0,0.466,0.161,7,-14.498,1,0.0492,0.979,0.000238,0.231,0.171,0.5718283122134017,3,acoustic,0
Boyce Avenue;Megan Nicole,Heaven,0.61,250063,0,0.619,0.28,8,-10.238,0,0.0317,0.73,0.0,0.103,0.292,0.5339480301760269,4,acoustic,0
Joshua Hyslop,The Spark - Bonus Track,0.51,201933,0,0.596,0.429,3,-10.16,1,0.0377,0.775,0.0107,0.0962,0.229,0.6084759134164982,4,acoustic,0
Drew Holcomb & The Neighbors,American Beauty,0.63,158013,0,0.645,0.169,9,-15.744,1,0.0317,0.844,0.00019,0.109,0.178,0.6895863123120161,4,acoustic,0
Ray LaMontagne,Such A Simple Thing,0.65,296386,0,0.522,0.256,10,-11.216,1,0.0258,0.86,0.000806,0.142,0.13,0.31371316338773564,4,acoustic,0
Amos Lee,Colors,0.64,160453,0,0.681,0.168,7,-13.397,1,0.0291,0.793,0.000134,0.109,0.29,0.5284708183357165,4,acoustic,0
Boyce Avenue,Someone You Loved,0.57,182442,0,0.736,0.364,1,-5.966,1,0.0349,0.741,0.0,0.0932,0.371,0.4520774780993705,4,acoustic,0
Jason Mraz;Meghan Trainor,More Than Friends (feat. Meghan Trainor),0.54,181360,0,0.451,0.528,2,-6.984,1,0.0364,0.366,0.0,0.0811,0.527,0.5722926219943132,5,acoustic,0
Days N Daze,Flurry Rush,0.37,169318,1,0.371,0.674,9,-3.72,1,0.0488,0.169,0.0,0.0889,0.92,0.3599551304176322,4,acoustic,0
Sara Bareilles,I Choose You,0.63,218573,0,0.731,0.572,6,-7.889,0,0.0445,0.105,0.00012,0.133,0.947,0.6329323011685815,4,acoustic,0
Mindy Gledhill,I Do Adore,0.53,149160,0,0.69,0.334,9,-5.626,1,0.066,0.947,0.0,0.0895,0.8,0.30702381539371826,4,acoustic,0
Dave Barnes,I'll Be Home For Christmas,0.0,183293,0,0.594,0.307,10,-13.062,1,0.0249,0.796,0.0414,0.15,0.24,0.38634682707953255,3,acoustic,0
Get Dead,Fuck You,0.36,169266,1,0.608,0.917,11,-5.341,1,0.0601,0.236,0.0,0.13,0.936,0.4843408444685502,4,acoustic,0
Albert King,Christmas Comes But Once A Year,0.0,272640,0,0.687,0.494,1,-9.421,1,0.0505,0.324,5.5e-05,0.0867,0.621,0.38323636244103676,1,acoustic,0
John Adams,If I Ain't Got You - Acoustic,0.55,176509,0,0.652,0.15,5,-12.699,1,0.0363,0.923,0.0,0.102,0.361,0.4274033167332314,3,acoustic,0
John Adams,Believe - Acoustic,0.57,179886,0,0.765,0.241,4,-8.865,1,0.0373,0.873,0.0,0.111,0.182,0.5093026313626876,4,acoustic,0
Adam Christopher,Iris - Acoustic,0.54,184200,0,0.589,0.249,2,-10.086,1,0.0329,0.717,0.0,0.106,0.363,0.6167348750061634,3,acoustic,0
Motohiro Hata,Rain - Long Ver.,0.44,447306,0,0.588,0.604,9,-7.602,1,0.024,0.343,6.86e-05,0.252,0.351,0.37810430123432437,4,acoustic,0
Aoi Teshima,C'est si bon,0.51,108346,0,0.735,0.203,9,-13.237,0,0.0539,0.854,0.00164,0.105,0.479,0.46806123958384693,4,acoustic,0
Jonah Baker,Baby (Acoustic Version),0.42,160768,0,0.655,0.147,8,-14.409,1,0.0371,0.88,0.0,0.266,0.328,0.4770598096740791,4,acoustic,0
YUZU,Reason,0.47,304320,0,0.363,0.819,7,-3.128,1,0.0634,0.0591,0.0,0.0988,0.468,0.5034556152720937,4,acoustic,0
Boyce Avenue;Emma Heesters,I Like Me Better,0.54,201508,0,0.473,0.263,9,-8.609,1,0.033,0.814,0.0,0.142,0.315,0.35807323767730054,4,acoustic,0
Zack Tabudlo,Asan Ka Na Ba,0.73,241132,0,0.676,0.768,5,-5.695,0,0.0294,0.149,0.00147,0.345,0.493,0.435543119175583,4,acoustic,0
Boyce Avenue,A Thousand Years,0.56,263710,0,0.41,0.221,5,-11.673,1,0.0315,0.768,0.0,0.106,0.228,0.5733157470867642,3,acoustic,0
Thomas Daniel,drivers license,0.56,246345,0,0.439,0.217,2,-13.166,1,0.0413,0.933,0.0,0.126,0.373,0.5933837910688164,4,acoustic,0
Jason Mraz,Love Someone,0.59,257173,0,0.582,0.347,7,-14.769,1,0.0305,0.317,0.00678,0.111,0.0797,0.4024990549446937,4,acoustic,0
Jae Hall,The Winner Takes It All - Acoustic,0.57,159012,0,0.426,0.127,6,-13.287,1,0.0648,0.863,4.3e-06,0.0993,0.149,0.2569523199053301,5,acoustic,0
Aaron Espe,Only Time,0.56,178546,0,0.696,0.261,9,-12.107,0,0.0361,0.737,1.24e-05,0.11,0.361,0.559033085153592,3,acoustic,0
A Fine Frenzy,Almost Lover,0.57,268800,0,0.549,0.24,0,-7.778,1,0.0338,0.947,0.0,0.106,0.167,0.49134658054336566,4,acoustic,0
Roses & Frey,Dance Monkey,0.51,197850,0,0.541,0.192,0,-13.995,0,0.0282,0.893,0.0,0.193,0.317,0.5749963019574971,4,acoustic,0
Parachute,Ocean,0.48,222400,0,0.662,0.711,5,-4.924,1,0.0279,0.0686,1.17e-05,0.085,0.352,0.4930271354140986,4,acoustic,0
Kina Grannis,Dream a Little Dream of Me,0.52,142379,0,0.665,0.185,1,-13.852,1,0.0381,0.913,0.0,0.334,0.458,0.3388803970875861,4,acoustic,0
The Mayries,Back For Good,0.54,194667,0,0.591,0.175,6,-12.959,1,0.038,0.927,0.0,0.133,0.352,0.5748483802573837,4,acoustic,0
Canyon City,OK,0.55,212400,0,0.489,0.183,0,-14.769,1,0.033,0.907,3.95e-05,0.106,0.486,0.32855464063244744,4,acoustic,0
Andrew Foy;Renee Foy,Just The Two Of Us,0.41,196304,0,0.618,0.083,4,-23.665,1,0.057,0.745,0.000123,0.146,0.597,0.37335848002235256,4,acoustic,0
Boyce Avenue,Hey There Delilah,0.49,230868,0,0.664,0.319,0,-8.149,0,0.0271,0.862,0.0,0.121,0.258,0.4315862136975494,4,acoustic,0
Andrew Foy;Renee Foy,Arcade,0.37,186738,0,0.408,0.266,10,-12.9,0,0.0404,0.875,0.000498,0.104,0.35,0.5902527817497494,4,acoustic,0
Kina Grannis,Yellow,0.52,193536,0,0.623,0.132,0,-13.668,1,0.035,0.893,0.0,0.217,0.266,0.33736419966142367,4,acoustic,0
Roses & Frey,Wake Me Up,0.58,196819,0,0.494,0.214,7,-11.041,1,0.0363,0.92,1.07e-05,0.107,0.35,0.5176478806107522,3,acoustic,0
Aidan Hawken,Walking Blind,0.48,201440,0,0.374,0.183,9,-13.225,1,0.0281,0.897,0.0387,0.109,0.134,0.33710533668622517,4,acoustic,0
Jon Bryant,Headphones,0.56,204998,0,0.559,0.455,5,-8.937,1,0.0306,0.421,2.08e-06,0.103,0.396,0.6573681442400934,4,acoustic,0
The Rescues,Teenage Dream,0.46,219093,0,0.642,0.408,10,-8.168,1,0.0396,0.729,0.0,0.185,0.411,0.4922916358496458,4,acoustic,0
Ivan & Alyosha,The Worth Of The Wait,0.55,171800,0,0.48,0.618,2,-7.335,1,0.0501,0.844,8.93e-05,0.325,0.344,0.33714231711125353,4,acoustic,0
Kina Grannis,Can't Help Falling In Love - Piano Version,0.54,211624,0,0.271,0.0937,0,-15.035,1,0.0367,0.939,0.0,0.108,0.147,0.6768280656772349,5,acoustic,0
Austin Plaine,Never Come Back Again,0.57,196240,0,0.594,0.695,8,-8.872,1,0.0259,0.19,3.58e-06,0.119,0.172,0.431343786466808,4,acoustic,0
Chord Overstreet,Love You To Death,0.49,199459,0,0.574,0.344,4,-8.995,1,0.0345,0.421,0.0,0.0804,0.0987,0.6078102657659878,3,acoustic,0
Plamina,Someone You Loved - Acoustic,0.55,169253,0,0.647,0.298,3,-7.91,1,0.0311,0.861,0.0,0.12,0.31,0.43654980852357705,4,acoustic,0
Kina Grannis;Imaginary Future,What a Wonderful World,0.51,137066,0,0.486,0.0399,0,-21.56,1,0.0405,0.953,8.74e-06,0.115,0.155,0.3906201206383643,3,acoustic,0
Andrew Foy;Renee Foy,You Broke Me First,0.39,128798,1,0.734,0.0423,4,-24.831,1,0.0583,0.916,0.0,0.108,0.14,0.5091177292375458,4,acoustic,0
Joshua Hyslop,Long Way Down,0.6,257972,0,0.711,0.231,2,-13.033,1,0.0346,0.832,0.00115,0.105,0.186,0.5138717683217461,4,acoustic,0
Parachute,She Is Love,0.6,146066,0,0.629,0.174,6,-9.697,1,0.141,0.616,0.0,0.118,0.305,0.5518095754647205,1,acoustic,0
Phillip LaRue,Marigold,0.53,172708,0,0.615,0.406,6,-12.619,1,0.0358,0.541,1.67e-05,0.0982,0.541,0.6822272077313741,4,acoustic,0
krissy & ericka,12:51,0.64,246280,0,0.503,0.357,3,-9.36,1,0.0272,0.727,0.0,0.128,0.438,0.5593700179149614,4,acoustic,0
Takehara Pistol,サンサーラ,0.34,331984,0,0.45,0.183,2,-9.003,1,0.0309,0.762,3.41e-06,0.11,0.219,0.25143401870387716,4,acoustic,0
Allman Brown;Liz Lawrence,Sons and Daughters,0.5,216052,0,0.525,0.461,5,-9.489,0,0.0878,0.775,2.14e-06,0.362,0.202,0.608110218102329,4,acoustic,0
Ben Rector,Brand New,0.65,243933,0,0.555,0.934,9,-5.04,1,0.113,0.00268,0.0,0.122,0.422,0.5952780106174909,4,acoustic,0
The Weepies;Deb Talan;Steve Tannen,Gotta Have You,0.56,199786,0,0.678,0.363,11,-10.9,1,0.0318,0.872,0.000101,0.0798,0.543,0.3081866443140542,5,acoustic,0
Ben Rector,"30,000 Feet",0.57,256933,0,0.555,0.452,0,-9.636,1,0.0554,0.694,0.0,0.0595,0.321,0.7392838946140065,4,acoustic,0
Eddy Tyler,A Thousand Years,0.43,279916,0,0.586,0.396,10,-9.953,1,0.0319,0.896,0.543,0.0992,0.16,0.5858973094686324,3,acoustic,0
Ray LaMontagne,Jolene,0.64,250866,0,0.588,0.142,7,-15.196,1,0.0329,0.863,0.000162,0.0953,0.288,0.49165885968804957,4,acoustic,0
Eddie Vedder,No Ceiling,0.58,94053,0,0.724,0.652,3,-6.869,1,0.0247,0.46,0.000142,0.101,0.75,0.43929046891178936,4,acoustic,0
Joy Williams,Front Porch,0.64,231813,0,0.567,0.224,1,-10.024,1,0.0299,0.887,0.0,0.109,0.2,0.5113160100586756,4,acoustic,0
Days N Daze,Goodbye Lulu,0.35,150047,1,0.544,0.839,5,-8.991,1,0.0568,0.784,0.0,0.341,0.967,0.3599797840343178,4,acoustic,0
Ray LaMontagne,Three More Days,0.36,216773,0,0.555,0.68,10,-8.358,0,0.0323,0.126,0.000906,0.0506,0.903,0.3472790625051361,4,acoustic,0
Callum J Wright,Isn't She Lovely - Acoustic,0.54,145771,0,0.69,0.306,9,-9.193,1,0.0356,0.805,0.0,0.0968,0.424,0.4752847492727183,4,acoustic,0
Rachael Yamagata,We Could Still Be Happy,0.43,279260,0,0.513,0.317,10,-17.036,1,0.0363,0.365,0.003,0.118,0.177,0.34865555610341364,4,acoustic,0
John Adams,Fix You - Acoustic,0.49,162963,0,0.494,0.152,3,-9.843,1,0.0313,0.947,0.0,0.123,0.304,0.5513288299393521,4,acoustic,0
Lusaint,I'm Yours - Acoustic,0.55,166189,0,0.634,0.267,11,-7.396,1,0.044,0.841,0.0,0.11,0.391,0.5896898575020956,4,acoustic,0
Boyce Avenue;Sarah Hyland,Closer,0.54,244188,0,0.694,0.471,8,-8.62,1,0.0281,0.411,0.0,0.233,0.466,0.3903612576631658,4,acoustic,0
Mother's Daughter;Beck Pete,A Sky Full of Stars,0.55,165067,0,0.643,0.11,6,-14.28,1,0.0294,0.876,1.38e-05,0.112,0.152,0.41909093897408084,4,acoustic,0
Aron Wright,I Don't Believe in Satan,0.39,208571,0,0.422,0.41,6,-14.151,0,0.0467,0.00855,0.0,0.104,0.354,0.3449534046644642,4,acoustic,0
The Perishers,Pills,0.51,189240,0,0.543,0.288,0,-8.608,0,0.0258,0.667,0.0,0.113,0.293,0.3921363180645267,4,acoustic,0
Tyler Ward;Madysyn,Shallow - Acoustic,0.52,182553,0,0.332,0.282,7,-7.257,1,0.044,0.825,0.0,0.104,0.234,0.7686052627253751,4,acoustic,0
Jonah Baker,Watermelon Sugar - Acoustic,0.56,183093,0,0.43,0.121,10,-15.148,1,0.0404,0.908,0.0,0.161,0.461,0.374780171917887,4,acoustic,0
Matt Johnson;Jaclyn Davies,Say You Won't Let Go - Acoustic,0.48,243724,0,0.432,0.197,3,-9.251,1,0.0414,0.87,0.0,0.11,0.348,0.6738038886971386,4,acoustic,0
Ben Woodward,Call You Mine (Acoustic Piano),0.4,209554,0,0.733,0.297,5,-14.452,1,0.0359,0.935,2.75e-06,0.108,0.766,0.42713623588580446,4,acoustic,0
Kina Grannis,For Now,0.57,198403,0,0.394,0.249,5,-10.484,1,0.0396,0.927,0.0,0.115,0.329,0.32686175895337183,4,acoustic,0
Greg Laswell,Sweet Dream,0.53,67746,0,0.41,0.234,1,-15.236,1,0.0421,0.798,0.00304,0.108,0.19,0.38508949262856856,4,acoustic,0
Andrew Foy,Love Nwantiti,0.3,129032,0,0.48,0.158,8,-15.239,1,0.0807,0.809,0.886,0.117,0.498,0.35380816199069737,4,acoustic,0
Ross Copperman,Stars Are on Your Side,0.49,218004,0,0.255,0.625,0,-8.31,1,0.0323,0.63,0.000211,0.0976,0.191,0.34766119356376246,4,acoustic,0
Jonah Baker;Sara Phillips,We Don't Talk Anymore / Cold (feat. Sara Phillips),0.26,222911,0,0.524,0.328,11,-10.001,1,0.0403,0.817,0.0,0.118,0.599,0.4106511841953881,4,acoustic,0
Joe Brooks,Superman,0.53,206693,0,0.464,0.653,6,-7.514,1,0.101,0.199,0.0,0.0979,0.416,0.666453001988725,4,acoustic,0
Boyce Avenue,Chasing Cars,0.52,246979,0,0.659,0.331,10,-8.987,1,0.0321,0.809,0.0,0.0996,0.0877,0.4314793813585786,4,acoustic,0
Zack Tabudlo,Calm Me Down,0.51,282950,0,0.592,0.49,10,-8.508,1,0.0263,0.395,0.0,0.333,0.437,0.41086895780944394,4,acoustic,0
Masaharu Fukuyama,KISSして,0.35,222626,0,0.467,0.851,6,-4.203,1,0.0526,0.000353,0.0,0.33,0.644,0.3857181598540506,4,acoustic,0
Zack Tabudlo;James TW,Binibini (Last Day On Earth) (feat. James TW),0.54,219692,0,0.564,0.391,5,-7.655,1,0.0311,0.478,0.0,0.127,0.101,0.5342849629373962,4,acoustic,0
Ciaran Lavery,Left for America,0.5,170786,0,0.498,0.384,4,-10.752,1,0.0976,0.818,0.000937,0.13,0.25,0.32812320234044995,4,acoustic,0
John Frusciante,Ramparts,0.53,70133,0,0.386,0.428,10,-9.949,0,0.0295,0.951,0.882,0.162,0.73,0.7080148907844781,4,acoustic,0
Chord Overstreet,Hold On - Acoustic,0.48,200346,0,0.702,0.259,2,-9.73,1,0.0403,0.878,5.34e-06,0.108,0.246,0.4934914451950101,4,acoustic,0
The Civil Wars,Dust to Dust,0.49,229653,0,0.747,0.265,1,-14.141,1,0.0354,0.745,0.0169,0.11,0.2,0.5671030356820012,4,acoustic,0
Masaharu Fukuyama,Good night,0.35,354213,0,0.522,0.498,7,-7.247,1,0.0257,0.0758,1.51e-06,0.25,0.221,0.599526650559637,4,acoustic,0
Zack Tabudlo,As You Are,0.6,183969,0,0.715,0.438,10,-6.147,0,0.0373,0.353,1.75e-06,0.108,0.447,0.3331114507831632,4,acoustic,0
Sara Farell,It Aint Me,0.52,192545,0,0.354,0.415,9,-6.578,1,0.0289,0.797,0.0,0.107,0.421,0.721270318689085,4,acoustic,0
Ingrid Michaelson;AJR,The Lotto,0.59,193695,0,0.687,0.748,3,-4.54,1,0.0785,0.24,0.0,0.373,0.872,0.36546521374685664,4,acoustic,0
Rodrigo y Gabriela,Tamacun,0.5,205800,0,0.588,0.914,7,-7.442,1,0.0341,0.832,0.856,0.103,0.971,0.5282160642966323,4,acoustic,0
Andrew Belle,Make It Without You,0.49,272612,0,0.456,0.205,1,-8.437,1,0.0313,0.92,0.00011,0.149,0.161,0.4834697500123268,4,acoustic,0
Priscilla Ahn,Dream,0.54,211240,0,0.512,0.248,2,-10.359,1,0.0275,0.75,2.96e-05,0.114,0.158,0.45071742024554995,3,acoustic,0
JJ Heller,"Big Love, Small Moments",0.52,204293,0,0.582,0.282,0,-9.229,1,0.0316,0.793,2.01e-06,0.0744,0.278,0.4849325312690038,4,acoustic,0
Priscilla Ahn,I Am Not Alone,0.46,252386,0,0.568,0.18,7,-11.707,1,0.0284,0.758,6.17e-05,0.111,0.228,0.4603364396890357,4,acoustic,0
Joshua Hyslop,Stand Your Ground,0.62,203253,0,0.71,0.271,7,-9.541,1,0.0283,0.658,4.59e-06,0.115,0.686,0.5418864947487796,4,acoustic,0
Front Porch Step,Perfect Man,0.32,291332,0,0.574,0.704,0,-4.65,1,0.0318,0.0931,0.000281,0.136,0.338,0.481098893874398,4,acoustic,0
Takehara Pistol,あ。っという間はあるさ,0.33,172373,0,0.64,0.895,9,-3.068,1,0.0316,0.273,0.0,0.247,0.94,0.4763941620235688,4,acoustic,0
Eric Hutchinson,Tell The World,0.58,161328,0,0.669,0.854,4,-5.899,1,0.0431,0.0653,0.0,0.288,0.706,0.49321614647535456,4,acoustic,0
Brett Dennen,Ain't No Reason,0.57,220306,0,0.615,0.358,5,-9.694,1,0.0552,0.705,0.0,0.113,0.432,0.6001512088490047,4,acoustic,0
Rail Yard Ghosts,A Month from Now,0.34,192392,0,0.415,0.619,2,-7.624,0,0.123,0.946,2.75e-05,0.799,0.739,0.31642506122314806,4,acoustic,0
Five For Fighting,What If,0.55,207228,0,0.565,0.895,0,-5.354,1,0.04,0.194,0.0,0.101,0.592,0.6160075933139392,4,acoustic,0
The Bridge City Sinners,Pussy Cat,0.33,122874,0,0.586,0.702,0,-4.418,1,0.132,0.59,0.0,0.146,0.644,0.7297388360205775,4,acoustic,0
Frank Turner,Polaroid Picture,0.33,223015,0,0.564,0.604,7,-5.055,1,0.0549,0.0287,4.74e-06,0.108,0.341,0.4646836940979241,4,acoustic,0
Matt Costa,I Bet On Flying High,0.0,155000,0,0.543,0.359,8,-6.571,1,0.0302,0.651,0.0,0.0981,0.346,0.45089410449846323,4,acoustic,0
Jonah Baker,Mirrors - Acoustic,0.52,224170,0,0.638,0.287,8,-11.174,0,0.0412,0.81,0.0,0.0804,0.445,0.5260465460283024,4,acoustic,0
Aqualung;Kina Grannis,To the Wonder (feat. Kina Grannis),0.21,239004,0,0.515,0.46,9,-11.261,0,0.0436,0.891,0.14,0.0874,0.259,0.5755263547162369,4,acoustic,0
Jonah Baker,Stay - Acoustic,0.5,181311,0,0.622,0.221,9,-14.335,1,0.0583,0.901,0.0,0.107,0.297,0.5416687211347238,4,acoustic,0
Ichiko Aoba,太陽さん,0.55,144653,0,0.44,0.0353,6,-20.858,1,0.0522,0.99,0.00312,0.108,0.362,0.7477770655621846,4,acoustic,0
Kina Grannis,Oh What A Love,0.46,235135,0,0.457,0.064,6,-19.928,1,0.0339,0.941,0.108,0.107,0.0647,0.6073993721545617,3,acoustic,0
Meiko,Leave The Lights On,0.56,248360,0,0.649,0.821,1,-6.483,0,0.0313,0.0302,0.000141,0.0843,0.661,0.5010354519007938,4,acoustic,0
Erin McCarley,I Won't Let You Down,0.4,198344,0,0.495,0.329,7,-11.661,1,0.0386,0.652,7.61e-05,0.0606,0.0919,0.2999194648521605,4,acoustic,0
Jason Mraz,Look For The Good (Single Version),0.21,239697,0,0.71,0.615,0,-8.23,1,0.133,0.0384,0.0,0.283,0.746,0.3708849004815673,4,acoustic,0
Isabella Celander,Stargazing,0.55,186334,0,0.69,0.204,7,-12.427,1,0.0301,0.932,1.73e-06,0.119,0.525,0.5735540653813914,4,acoustic,0
Roses & Frey,Bad Liar,0.5,226877,0,0.596,0.195,7,-11.02,1,0.0264,0.926,0.0,0.139,0.176,0.33740118008645203,4,acoustic,0
Rachael Yamagata,Is It You,0.41,273260,0,0.66,0.743,9,-8.302,1,0.0506,0.0329,0.00136,0.098,0.445,0.5342644182568249,4,acoustic,0
Us The Duo,Slow Down Time,0.44,196920,0,0.733,0.657,2,-6.843,1,0.0272,0.013,6.73e-05,0.317,0.433,0.4517939615074864,4,acoustic,0
Amber Leigh Irish,2002 - Acoustic,0.57,145056,0,0.589,0.296,0,-9.335,1,0.083,0.842,0.0,0.0736,0.611,0.6812574988084085,3,acoustic,0
Jess Penner,Sweeter,0.33,196026,0,0.686,0.377,9,-9.59,1,0.0589,0.638,0.0,0.128,0.551,0.37819469782883813,4,acoustic,0
Daniel Robinson,Heat Waves - Acoustic,0.56,193027,0,0.659,0.338,6,-10.367,0,0.0376,0.842,0.0,0.277,0.495,0.599399273540095,4,acoustic,0
Yosui Inoue;Tamio Okuda,アジアの純真,0.32,233280,0,0.732,0.83,0,-6.63,1,0.0309,0.201,3.04e-05,0.0802,0.871,0.45882024226287327,4,acoustic,0
